Conference,Year,Title,DOI,Abstract,AuthorNames-Deduped,Award
EuroVis,2017,"Interactive Ambiguity Resolution of Named Entities in Fictional Literature",10.1111/cgf.13179,,Florian Stoffel;Wolfgang Jentner;Michael Behrisch 0001;Johannes Fuchs 0001;Daniel A. Keim,
EuroVis,2017,"Integrating Visual Analytics Support for Grounded Theory Practice in Qualitative Text Analysis",10.1111/cgf.13180,,Senthil K. Chandrasegaran;Sriram Karthik Badam;Lorraine G. Kisselburgh;Karthik Ramani;Niklas Elmqvist,
EuroVis,2017,"NEREx: Named-Entity Relationship Exploration in Multi-Party Conversations",10.1111/cgf.13181,,Mennatallah El-Assady;Rita Sevastjanova;Bela Gipp;Daniel A. Keim;Christopher Collins 0001,
EuroVis,2017,"Cycle Plot Revisited: Multivariate Outlier Detection Using a Distance-Based Abstraction",10.1111/cgf.13182,,Markus Bögl;Peter Filzmoser;Theresia Gschwandtner;Tim Lammarsch;Roger A. Leite;Silvia Miksch;Alexander Rind,
EuroVis,2017,"Visual Analysis of Confocal Raman Spectroscopy Data using Cascaded Transfer Function Design",10.1111/cgf.13183,,Christoph M. Schikora;Markus Plack;Rainer Bornemann;Peter Haring Bolívar;Andreas Kolb 0001,
EuroVis,2017,"Graffinity: Visualizing Connectivity in Large Graphs",10.1111/cgf.13184,,Ethan Kerzner;Alexander Lex;Crystal Lynn Sigulinsky;Timothy Urness;Bryan W. Jones;Robert Marc;Miriah D. Meyer,
EuroVis,2017,"Visualizing a Sequence of a Thousand Graphs (or Even More)",10.1111/cgf.13185,,Michael Burch;Marcel Hlawatsch;Daniel Weiskopf,
EuroVis,2017,"Visual Exploration of Global Trade Networks with Time-Dependent and Weighted Hierarchical Edge Bundles on GPU",10.1111/cgf.13186,,J. Hofmann;M. Größler;Manuel Rubio-Sánchez;Peter-Paul Pichler;Dirk J. Lehmann,
EuroVis,2017,"Graph Layouts by t-SNE",10.1111/cgf.13187,,Johannes F. Kruiger;Paulo E. Rauber;Rafael Messias Martins;Andreas Kerren;Stephen G. Kobourov;Alexandru C. Telea,
EuroVis,2017,"Comparing Personal Image Collections with PICTuReVis",10.1111/cgf.13188,,Paul van der Corput;Jarke J. van Wijk,
EuroVis,2017,"Dynamic Visual Abstraction of Soccer Movement",10.1111/cgf.13189,,Dominik Sacha;F. Al-amoody;Manuel Stein;Tobias Schreck;Daniel A. Keim;Gennady L. Andrienko;Halldór Janetzko,
EuroVis,2017,"Visualization of Delay Uncertainty and its Impact on Train Trip Planning: A Design Study",10.1111/cgf.13190,,Marcel Wunderlich;Kathrin Ballweg;Georg Fuchs;Tatiana von Landesberger,
EuroVis,2017,"Comparative Visual Analysis of Structure-Performance Relations in Complex Bulk-Heterojunction Morphologies",10.1111/cgf.13191,,Amal Aboulhassan;Ronell Sicat;Daniel Baum;Olga Wodo;Markus Hadwiger,
EuroVis,2017,"Measuring Symmetry in Drawings of Graphs",10.1111/cgf.13192,,Eric Welch;Stephen G. Kobourov,
EuroVis,2017,"Reverse-Engineering Visualizations: Recovering Visual Encodings from Chart Images",10.1111/cgf.13193,,Jorge Poco;Jeffrey Heer,
EuroVis,2017,"Finding a Clear Path: Structuring Strategies for Visualization Sequences",10.1111/cgf.13194,,Jessica Hullman;Robert Kosara;Heidi Lam,
EuroVis,2017,"Visual Narrative Flow: Exploring Factors Shaping Data Visualization Story Reading Experiences",10.1111/cgf.13195,,Sean McKenna;Nathalie Henry Riche;Bongshin Lee;Jeremy Boy;Miriah Meyer,
EuroVis,2017,"Adaptable Radial Axes Plots for Improved Multivariate Data Visualization",10.1111/cgf.13196,,Manuel Rubio-Sánchez;Alberto Sánchez 0001;Dirk J. Lehmann,
EuroVis,2017,"Linear Discriminative Star Coordinates for Exploring Class and Cluster Separation of High Dimensional Data",10.1111/cgf.13197,,Yunhai Wang;Jingting Li;Feiping Nie 0001;Holger Theisel;Minglun Gong;Dirk J. Lehmann,
EuroVis,2017,"Understanding Indirect Causal Relationships in Node-Link Graphs",10.1111/cgf.13198,,Juhee Bae;Tove Helldin;Maria Riveiro 0001,
EuroVis,2017,"Minimum-Displacement Overlap Removal for Geo-referenced Data Visualization",10.1111/cgf.13199,,Mereke van Garderen;Barbara Pampel;Arlind Nocaj;Ulrik Brandes,
EuroVis,2017,"Generating Tile Maps",10.1111/cgf.13200,,Graham McNeill;Scott A. Hale,
EuroVis,2017,"Illustrative Visualization of Mesoscale Ocean Eddies",10.1111/cgf.13201,,Li Liu 0028;Deborah Silver;Karen G. Bemis;Dujuan Kang;E. Curchitser,
EuroVis,2017,"Dynamic Scene Graph: Enabling Scaling, Positioning, and Navigation in the Universe",10.1111/cgf.13202,,Emil Axelsson;Jonathas Costa;Cláudio T. Silva;Carter Emmart;Alexander Bock 0002;Anders Ynnerman,
EuroVis,2017,"Visualizing Probabilistic Multi-Phase Fluid Simulation Data using a Sampling Approach",10.1111/cgf.13203,,Mathias Hummel;Lisa Jöckel;J. Schäfer;Mark W. Hlawitschka;Christoph Garth,
EuroVis,2017,"Uncertainty Footprint: Visualization of Nonuniform Behavior of Iterative Algorithms Applied to 4D Cell Tracking",10.1111/cgf.13204,,Y. Wan;C. Hansen,
EuroVis,2017,"Steering the Craft: UI Elements and Visualizations for Supporting Progressive Visual Analytics",10.1111/cgf.13205,,Sriram Karthik Badam;Niklas Elmqvist;Jean-Daniel Fekete,
EuroVis,2017,"GraSp: Combining Spatially-aware Mobile Devices and a Display Wall for Graph Visualization and Interaction",10.1111/cgf.13206,,Ulrike Kister;Konstantin Klamka;Christian Tominski;Raimund Dachselt,
EuroVis,2017,"Internal and External Visual Cue Preferences for Visualizations in Presentations",10.1111/cgf.13207,,Ha Kyung Kong;Zhicheng Liu;Karrie Karahalios,
EuroVis,2017,"CoreFlow: Extracting and Visualizing Branching Patterns from Event Sequences",10.1111/cgf.13208,,Zhicheng Liu;Bernard Kerr;Mira Dontcheva;Justin Grover;Matthew Hoffman 0001;Alan Wilson 0004,
EuroVis,2017,"The State-of-the-Art in Predictive Visual Analytics",10.1111/cgf.13210,,Yafeng Lu;Rolando Garcia;Brett Hansen;Michael Gleicher;Ross Maciejewski,
EuroVis,2017,"Social Media Visual Analytics",10.1111/cgf.13211,,Siming Chen 0001;Lijing Lin;Xiaoru Yuan,
EuroVis,2017,"Survey of Surveys (SoS) - Mapping The Landscape of Survey Papers in Information Visualization",10.1111/cgf.13212,,Liam McNabb;Robert S. Laramee,
EuroVis,2017,"State of the Art in Edge and Trail Bundling Techniques",10.1111/cgf.13213,,Antoine Lhuillier;Christophe Hurter;Alexandru C. Telea,
EuroVis,2017,"STAR: Visual Computing in Materials Science",10.1111/cgf.13214,,Christoph Heinzl;S. Stappen,
EuroVis,2016,"The Grassmannian Atlas: A General Framework for Exploring Linear Projections of High-Dimensional Data",10.1111/cgf.12876,,Shusen Liu 0001;Peer-Timo Bremer;J. J. Jayaraman;Bei Wang 0001;Brian Summa;Valerio Pascucci,
EuroVis,2016,"Enhancing Scatterplots with Multi-Dimensional Focal Blur",10.1111/cgf.12877,,Joachim Staib;Sebastian Grottel;Stefan Gumhold,
EuroVis,2016,"Hierarchical Stochastic Neighbor Embedding",10.1111/cgf.12878,,Nicola Pezzotti;Thomas Höllt;Boudewijn P. F. Lelieveldt;Elmar Eisemann;Anna Vilanova,
EuroVis,2016,"Exploring Items and Features with IF, FI-Tables",10.1111/cgf.12879,,Paul van der Corput;Jarke J. van Wijk,
EuroVis,2016,"Comparing Node-Link and Node-Link-Group Visualizations From An Enjoyment Perspective",10.1111/cgf.12880,,Bahador Saket;Carlos Scheidegger;Stephen G. Kobourov,
EuroVis,2016,"Interactive 3D Force-Directed Edge Bundling",10.1111/cgf.12881,,Daniel Zielasko;Benjamin Weyers;Bernd Hentschel 0001;Torsten W. Kuhlen,
EuroVis,2016,"TimeArcs: Visualizing Fluctuations in Dynamic Networks",10.1111/cgf.12882,,Dang Tuan Nhon;N. Pendar;Angus Graeme Forbes,
EuroVis,2016,"Pathfinder: Visual Analysis of Paths in Graphs",10.1111/cgf.12883,,Christian Partl;Samuel Gratzl;Marc Streit;Anne Mai Wassermann;Hanspeter Pfister;Dieter Schmalstieg;Alexander Lex,
EuroVis,2016,"Exploring and Comparing Clusterings of Multivariate Data Sets Using Persistent Homology",10.1111/cgf.12884,,Bastian Rieck;Heike Leitte,
EuroVis,2016,"Space-Time Bifurcation Lines for Extraction of 2D Lagrangian Coherent Structures",10.1111/cgf.12885,,Gustavo Mello Machado;Sebastian Boblest;Thomas Ertl;Filip Sadlo,
EuroVis,2016,"Visualizing the Impact of Geographical Variations on Multivariate Clustering",10.1111/cgf.12886,,Yifan Zhang 0007;Wei Luo;Elizabeth A. Mack;Ross Maciejewski,
EuroVis,2016,"Comparing Bar Chart Authoring with Microsoft Excel and Tangible Tiles",10.1111/cgf.12887,,Tiffany Wun;Jennifer Payne;Samuel Huron;Sheelagh Carpendale,
EuroVis,2016,"Arcs, Angles, or Areas: Individual Data Encodings in Pie and Donut Charts",10.1111/cgf.12888,,Drew Skau;Robert Kosara,
EuroVis,2016,"How Ordered Is It? On the Perceptual Orderability of Visual Channels",10.1111/cgf.12889,,David H. S. Chung;Daniel Archambault;Rita Borgo;Darren J. Edwards;Robert S. Laramee;Min Chen 0001,
EuroVis,2016,"Glyphs for Asymmetric Second-Order 2D Tensors",10.1111/cgf.12890,,Nicholas Seltzer;Gordon L. Kindlmann,
EuroVis,2016,"Visualizing Co-occurrence of Events in Populations of Viral Genome Sequences",10.1111/cgf.12891,,Alper Sarikaya;M. Correli;Joao M. Dinis;David H. O'Connor;Michael Gleicher,
EuroVis,2016,"Visibility Equalizer Cutaway Visualization of Mesoscopic Biological Models",10.1111/cgf.12892,,Mathieu Le Muzic;Peter Mindek;Johannes Sorger;Ludovic Autin;David S. Goodsell;Ivan Viola,
EuroVis,2016,"Cytosplore: Interactive Immune Cell Phenotyping for Large Single-Cell Datasets",10.1111/cgf.12893,,Thomas Höllt;Nicola Pezzotti;Vincent van Unen;Frits Koning;Elmar Eisemann;Boudewijn P. F. Lelieveldt;Anna Vilanova,
EuroVis,2016,"Evaluating Viewpoint Entropy for Ribbon Representation of Protein Structure",10.1111/cgf.12894,,Julian Heinrich;Jenny Vuong;Christopher J. Hammang;A. Wu;Markus Rittenbruch;James M. Hogan;Margot Brereton;Seán I. O'Donoghue,
EuroVis,2016,"GEMSe: Visualization-Guided Exploration of Multi-channel Segmentation Algorithms",10.1111/cgf.12895,,Bernhard Fröhler;Torsten Möller;Christoph Heinzl,
EuroVis,2016,"Visual Analysis of Defects in Glass Fiber Reinforced Polymers for 4DCT Interrupted In situ Tests",10.1111/cgf.12896,,Alexander Amirkhanov;Artem Amirkhanov;Dietmar Salaberger;Johann Kastner;M. Eduard Gröller;Christoph Heinzl,
EuroVis,2016,"Parallel Marching Blocks: A Practical Isosurfacing Algorithm for Large Data on Many-Core Architectures",10.1111/cgf.12897,,Baoquan Liu;Gordon Clapworthy;Feng Dong 0005;Enhua Wu,
EuroVis,2016,"Visual Analysis of Spatial Variability and Global Correlations in Ensembles of Iso-Contours",10.1111/cgf.12898,,Florian Ferstl;Mathias Kanzler;Marc Rautenhaus;Rüdiger Westermann,
EuroVis,2016,"Visual Analysis of Tumor Control Models for Prediction of Radiotherapy Response",10.1111/cgf.12899,,Renata Georgia Raidou;Oscar Casares-Magaz;Ludvig P. Muren;Uulke A. van der Heide;Jarle Rørvik;Marcel Breeuwer;Anna Vilanova Bartrolí,
EuroVis,2016,"Faceted Views of Varying Emphasis (FaVVEs): a framework for visualising multi-perspective small multiples",10.1111/cgf.12900,,Roger Beecham;Chris Rooney;S. Meier;Jason Dykes;Aidan Slingsby;Cagatay Turkay;Jo Wood;B. L. William Wong,
EuroVis,2016,"Towards Quantitative Visual Analytics with Structured Brushing and Linked Statistics",10.1111/cgf.12901,,Sanjin Rados;Rainer Splechtna;Kresimir Matkovic;Mario Duras;M. Eduard Gröller;Helwig Hauser,
EuroVis,2016,"Designing Multiple Coordinated Visualizations for Tablets",10.1111/cgf.12902,,Ramik Sadana;John T. Stasko,
EuroVis,2016,"Visual Debugging Techniques for Reactive Data Visualization",10.1111/cgf.12903,,Jane Hoffswell;Arvind Satyanarayan;Jeffrey Heer,
EuroVis,2016,"BubbleNet: A Cyber Security Dashboard for Visualizing Patterns",10.1111/cgf.12904,,Sean McKenna;Diane Staheli;Cody Fulcher;Miriah D. Meyer,
EuroVis,2016,"Using Visualization to Explore Original and Anonymized LBSN Data",10.1111/cgf.12905,,Ebrahim Tarameshloo;M. Hosseinkhani Loorak;Philip W. L. Fong;Sheelagh Carpendale,
EuroVis,2016,"Visual Analysis of Governing Topological Structures in Excitable Network Dynamics",10.1111/cgf.12906,,Quynh Quang Ngo;Marc-Thorsten Hütt;Lars Linsen,
EuroVis,2016,"Dynamic Change Arcs to Explore Model Forecasts",10.1111/cgf.12907,,C. St. Jean;Colin Ware;Rose F. Gamble,
EuroVis,2016,"Time-Series Plots Integrated in Parallel-Coordinates Displays",10.1111/cgf.12908,,Henning Gruendl;Patrick Riehmann;Yves Pausch;Bernd Fröhlich 0001,
EuroVis,2016,"PhysioEx: Visual Analysis of Physiological Event Streams",10.1111/cgf.12909,,Rishikesan Kamaleswaran;Christopher Collins 0001;Andrew James;Carolyn McGregor,
EuroVis,2016,"There is More to Streamgraphs than Movies: Better Aesthetics via Ordering and Lassoing",10.1111/cgf.12910,,Marco Di Bartolomeo;Yifan Hu 0001,
EuroVis,2016,"Semi-automatic Vortex Flow Classification in 4D PC-MRI Data of the Aorta",10.1111/cgf.12911,,Monique Meuschke;Benjamin Köhler 0001;Uta Preim;Bernhard Preim;Kai Lawonn,
EuroVis,2016,"Critical Points of Gaussian-Distributed Scalar Fields on Simplicial Grids",10.1111/cgf.12912,,Tom Liebmann;Gerik Scheuermann,
EuroVis,2016,"Source Inversion by Forward Integration in Inertial Flows",10.1111/cgf.12913,,Tobias Günther;Holger Theisel,
EuroVis,2016,"MCFTLE: Monte Carlo Rendering of Finite-Time Lyapunov Exponent Fields",10.1111/cgf.12914,,Tobias Günther;Alexander Kuhn;Holger Theisel,
EuroVis,2016,"Similarity Voting based Viewpoint Selection for Volumes",10.1111/cgf.12915,,Yubo Tao;Qirui Wang;Wei Chen 0001;Yingcai Wu;Hai Lin 0003,
EuroVis,2016,"Decoupled Shading for Real-time Heterogeneous Volume Illumination",10.1111/cgf.12916,,Y. Zhang;Kwan-Liu Ma,
EuroVis,2016,"Retailoring Box Splines to Lattices for Highly Isotropic Volume Representations",10.1111/cgf.12917,,Balázs Csébfalvi;Gergely Rácz,
EuroVis,2016,"TextDNA: Visualizing Word Usage with Configurable Colorfields",10.1111/cgf.12918,,Danielle Albers Szafir;D. Stuffer;Y. Sohail;Michael Gleicher,
EuroVis,2016,"ConToVi: Multi-Party Conversation Exploration using Topic-Space Views",10.1111/cgf.12919,,Mennatallah El-Assady;Valentin Gold;Carmela Acevedo;Christopher Collins 0001;Daniel A. Keim,
EuroVis,2016,"A Visual Analytics Framework for Microblog Data Analysis at Multiple Scales of Aggregation",10.1111/cgf.12920,,Jiawei Zhang 0003;Benjamin Ahlbrand;Abish Malik;Junghoon Chae;Zhiyu Min;Sungahn Ko;David S. Ebert,
EuroVis,2016,"Location-dependent generalization of road networks based on equivalent destinations",10.1111/cgf.12921,,Thomas C. van Dijk;Jan-Henrik Haunert;Johannes Oehrlein,
EuroVis,2016,"Composite Flow Maps",10.1111/cgf.12922,,Daniel Cornel;Artem Konev;Bernhard Sadransky;Zsolt Horváth;Andrea Brambilla;Ivan Viola;Jürgen Waser,
EuroVis,2016,"Exploratory Visual Analysis for Animal Movement Ecology",10.1111/cgf.12923,,Aidan Slingsby;E. Emiel van Loon,
EuroVis,2016,"AVOCADO: Visualization of Workflow-Derived Data Provenance for Reproducible Biomedical Research",10.1111/cgf.12924,,Holger Stitz;S. Luger;Marc Streit;Nils Gehlenborg,
EuroVis,2016,"From Visual Exploration to Storytelling and Back Again",10.1111/cgf.12925,,Samuel Gratzl;Alexander Lex;Nils Gehlenborg;N. Cosgrove;Marc Streit,
EuroVis,2016,"A Survey of Perceptually Motivated 3D Visualization of Medical Image Data",10.1111/cgf.12927,,Bernhard Preim;Alexandra Baer;Douglas W. Cunningham;Tobias Isenberg 0001;Timo Ropinski,
EuroVis,2016,"Visual Analysis of Biomolecular Cavities: State of the Art",10.1111/cgf.12928,,Michael Krone;Barbora Kozlíková;Norbert Lindow;Marc Baaden;Daniel Baum;Július Parulek;Hans-Christian Hege;Ivan Viola,
EuroVis,2016,"State-of-the-Art Report in Web-based Visualization",10.1111/cgf.12929,,Finian Mwalongo;Michael Krone;Guido Reina;Thomas Ertl,
EuroVis,2016,"In Situ Methods, Infrastructures, and Applications on High Performance Computing Platforms",10.1111/cgf.12930,,Andrew C. Bauer;Hasan Abbasi;James P. Ahrens;Hank Childs;Berk Geveci;Scott Klasky;Kenneth Moreland;Patrick O'Leary;Venkatram Vishwanath;Brad Whitlock;E. Wes Bethel,
EuroVis,2016,"A Survey on Visual Analysis Approaches for Financial Data",10.1111/cgf.12931,,Sungahn Ko;Isaac Cho;Shehzad Afzal;Calvin Yau;Junghoon Chae;Abish Malik;Kaethe Beck;Yun Jang;William Ribarsky;David S. Ebert,
EuroVis,2016,"The State of the Art in Cartograms",10.1111/cgf.12932,,Sabrina Nusrat;Stephen G. Kobourov,
EuroVis,2016,"A Survey of Topology-based Methods in Visualization",10.1111/cgf.12933,,Christian Heine 0002;Heike Leitte;Mario Hlawitschka;Federico Iuricich;Leila De Floriani;Gerik Scheuermann;Hans Hagen;Christoph Garth,
EuroVis,2016,"State of the Art in Transfer Functions for Direct Volume Rendering",10.1111/cgf.12934,,Patric Ljung;Jens H. Krüger;M. Eduard Gröller;Markus Hadwiger;Charles D. Hansen;Anders Ynnerman,
EuroVis,2016,"Matrix Reordering Methods for Table and Network Visualization",10.1111/cgf.12935,,Michael Behrisch 0001;Benjamin Bach;Nathalie Henry Riche;Tobias Schreck;Jean-Daniel Fekete,
EuroVis,2016,"Formalizing Emphasis in Information Visualization",10.1111/cgf.12936,,Kyle Wm. Hall;Charles Perin;Peter G. Kusalik;Carl Gutwin;Sheelagh Carpendale,
EuroVis,2015,"MoleCollar and Tunnel Heat Map Visualizations for Conveying Spatio-Temporo-Chemical Properties Across and Along Protein Voids",10.1111/cgf.12612,,Jan Byska;Adam Jurcík;M. Eduard Gröller;Ivan Viola;Barbora Kozlíková,
EuroVis,2015,"Visual Analytics for the Exploration of Tumor Tissue Characterization",10.1111/cgf.12613,,Renata Georgia Raidou;Uulke A. van der Heide;Cuong Viet Dinh;Ghazaleh Ghobadi;Jesper Kallehauge;Marcel Breeuwer;Anna Vilanova,
EuroVis,2015,"Cell lineage visualisation",10.1111/cgf.12614,,A. Johannes Pretorius;Imtiaz A. Khan;Rachel J. Errington,
EuroVis,2015,"Small MultiPiles: Piling Time to Explore Temporal Patterns in Dynamic Networks",10.1111/cgf.12615,,Benjamin Bach;Nathalie Henry Riche;Tim Dwyer;Tara M. Madhyastha;Jean-Daniel Fekete;Thomas J. Grabowski,
EuroVis,2015,"Adaptive Recommendations for Enhanced Non-linear Exploration of Annotated 3D Objects",10.1111/cgf.12616,,Marcos Balsa Rodríguez;Marco Agus;Fabio Marton;Enrico Gobbetti,
EuroVis,2015,"Visual Analysis of Proximal Temporal Relationships of Social and Communicative Behaviors",10.1111/cgf.12617,,Yi Han 0005;Agata Rozga;Nevena Dimitrova;Gregory D. Abowd;John T. Stasko,
EuroVis,2015,"Visual Assessment of Alleged Plagiarism Cases",10.1111/cgf.12618,,Patrick Riehmann;Martin Potthast;Benno Stein 0001;Bernd Fröhlich 0001,
EuroVis,2015,"Perfopticon: Visual Query Analysis for Distributed Databases",10.1111/cgf.12619,,Dominik Moritz;Daniel Halperin;Bill Howe;Jeffrey Heer,
EuroVis,2015,"Efficient Local Histogram Searching via Bitmap Indexing",10.1111/cgf.12620,,Tzu-Hsuan Wei;Chun-Ming Chen;Ayan Biswas,
EuroVis,2015,"Guided Volume Editing based on Histogram Dissimilarity",10.1111/cgf.12621,,Alexey Karimov;Gabriel Mistelbauer;Thomas Auzinger;Stefan Bruckner,
EuroVis,2015,"Compressive Volume Rendering",10.1111/cgf.12622,,Xiaoyang Liu;Usman R. Alim,
EuroVis,2015,"Learning Probabilistic Transfer Functions: A Comparative Study of Classifiers",10.1111/cgf.12623,,Krishna Prasad Soundararajan;Thomas Schultz 0001,
EuroVis,2015,"Rule-Enhanced Transfer Function Generation for Medical Volume Visualization",10.1111/cgf.12624,,Lile Cai;Binh P. Nguyen;Chee-Kong Chui;Sim Heng Ong,
EuroVis,2015,"Edge-Aware Volume Smoothing Using L0 Gradient Minimization",10.1111/cgf.12625,,Qichao Wang;Yubo Tao;Hai Lin 0003,
EuroVis,2015,"Photoelasticity Raycasting",10.1111/cgf.12626,,Michael Bußler;Thomas Ertl;Filip Sadlo,
EuroVis,2015,"Visualization of Particle-based Data with Transparency and Ambient Occlusion",10.1111/cgf.12627,,Joachim Staib;Sebastian Grottel;Stefan Gumhold,
EuroVis,2015,"Exploring Traffic Dynamics in Urban Environments Using Vector-Valued Functions",10.1111/cgf.12628,,Jorge Poco;Harish Doraiswamy;Huy T. Vo;João Luiz Dihl Comba;Juliana Freire;Cláudio T. Silva,
EuroVis,2015,"Interactive Visual Analysis for Vehicle Detector Data",10.1111/cgf.12629,,Yi-Cheng Chen;Yu-Shuen Wang;Wen-Chieh Lin;Wei-Xiang Huang;I-Chen Lin,
EuroVis,2015,"Visual Analytics for Exploring Local Impact of Air Traffic",10.1111/cgf.12630,,Juri Buchmüller;Halldór Janetzko;Gennady L. Andrienko;Natalia V. Andrienko;Georg Fuchs;Daniel A. Keim,
EuroVis,2015,"Rationale Visualization for Safety and Security",10.1111/cgf.12631,,Roeland Scheepens;Steffen Michels;Huub van de Wetering;Jarke J. van Wijk,
EuroVis,2015,"Data-driven Evaluation of Visual Quality Measures",10.1111/cgf.12632,,Michael Sedlmair;Michaël Aupetit 0001,
EuroVis,2015,"Efficient Contrast Effect Compensation with Personalized Perception Models",10.1111/cgf.12633,,Sebastian Mittelstädt;Daniel A. Keim,
EuroVis,2015,"An Evaluation of the Impact of Visual Embellishments in Bar Charts",10.1111/cgf.12634,,Drew Skau;Lane Harrison;Robert Kosara,
EuroVis,2015,"An Exploratory Study of Data Sketching for Visual Representation",10.1111/cgf.12635,,Jagoda Walny;Samuel Huron;Sheelagh Carpendale,
EuroVis,2015,"Fiber Surfaces: Generalizing Isosurfaces to Bivariate Data",10.1111/cgf.12636,,Hamish A. Carr;Zhao Geng;Julien Tierny;Amit Chattopadhyay;Aaron Knoll,
EuroVis,2015,"Interactive Fusion and Tracking For Multi-Modal Spatial Data Visualization",10.1111/cgf.12637,,Mai El-Shehaly;Denis Gracanin;Mohamed A. Gad;Hicham G. Elmongui;Kresimir Matkovic,
EuroVis,2015,"A Multi-task Comparative Study on Scatter Plots and Parallel Coordinates Plots",10.1111/cgf.12638,,Rassadarie Kanjanabose;Alfie Abdul-Rahman;Min Chen 0001,
EuroVis,2015,"Visual Exploration of High-Dimensional Data through Subspace Analysis and Dynamic Projections",10.1111/cgf.12639,,Shusen Liu 0001;Bei Wang 0001;Jayaraman J. Thiagarajan;Peer-Timo Bremer;Valerio Pascucci,
EuroVis,2015,"Uncovering Representative Groups in Multidimensional Projections",10.1111/cgf.12640,,Paulo Joia;Fabiano Petronetto;Luis Gustavo Nonato,
EuroVis,2015,"Visualnostics: Visual Guidance Pictograms for Analyzing Projections of High-dimensional Data",10.1111/cgf.12641,,Dirk J. Lehmann;Fritz Kemmler;Tatsiana Zhyhalava;Marco Kirschke;Holger Theisel,
EuroVis,2015,"Refinery: Visual Exploration of Large, Heterogeneous Networks through Associative Browsing",10.1111/cgf.12642,,Sanjay Kairam;Nathalie Henry Riche;Steven Mark Drucker;Roland Fernandez;Jeffrey Heer,
EuroVis,2015,"Dual Adjacency Matrix: Exploring Link Groups in Dense Networks",10.1111/cgf.12643,,Kasper Dinkla;Nathalie Henry Riche;Michel A. Westenberg,
EuroVis,2015,"Detangler: Visual Analytics for Multiplex Networks",10.1111/cgf.12644,,Benjamin Renoust;Guy Melançon;Tamara Munzner,
EuroVis,2015,"Visualization of Object-Centered Vulnerability to Possible Flood Hazards",10.1111/cgf.12645,,Daniel Cornel;Artem Konev;Bernhard Sadransky;Zsolt Horváth;M. Eduard Gröller;Jürgen Waser,
EuroVis,2015,"VIMTEX: A Visualization Interface for Multivariate, Time-Varying, Geological Data Exploration",10.1111/cgf.12646,,Aritra Dasgupta;Robert Kosara;Luke J. Gosink,
EuroVis,2015,"Quantitative Measures for Cartogram Generation Techniques",10.1111/cgf.12647,,Md. Jawaherul Alam;Stephen G. Kobourov;Sankar Veeramoni,
EuroVis,2015,"Mosaic Drawings and Cartograms",10.1111/cgf.12648,,Rafael G. Cano;Kevin Buchin;Thom Castermans;Astrid Pieterse;Willem Sonke;Bettina Speckmann,
EuroVis,2015,"Visualizing Time-Specific Hurricane Predictions, with Uncertainty, from Storm Path Ensembles",10.1111/cgf.12649,,Le Liu 0007;Mahsa Mirzargar;Robert M. Kirby;Ross T. Whitaker;Donald H. House,
EuroVis,2015,"Visual Analysis of Spatio-Temporal Data: Applications in Weather Forecasting",10.1111/cgf.12650,,Alexandra Diehl;Leandro Pelorosso;Claudio Delrieux;Celeste Saulo;Juan Ruiz 0002;M. Eduard Gröller;Stefan Bruckner,
EuroVis,2015,"A Shot at Visual Vulnerability Analysis",10.1111/cgf.12651,,Ethan Kerzner;Lee A. Butler;Charles D. Hansen;Miriah D. Meyer,
EuroVis,2015,"A Novel Framework for Visual Detection and Exploration of Performance Bottlenecks in Organic Photovoltaic Solar Cell Materials",10.1111/cgf.12652,,Amal Aboulhassan;Daniel Baum;Olga Wodo;Baskar Ganapathysubramanian;Aram Amassian;Markus Hadwiger,
EuroVis,2015,"Visual Analytics for Correlation-Based Comparison of Time Series Ensembles",10.1111/cgf.12653,,Patrick Köthur;Carl Witt;Mike Sips;Norbert Marwan;Stefan Schinkel;Doris Dransch,
EuroVis,2015,"Feature-Driven Visual Analytics of Chaotic Parameter-Dependent Movement",10.1111/cgf.12654,,Martin Luboschik;Martin Rohlig;Arne T. Bittig;Natalia V. Andrienko;Heidrun Schumann;Christian Tominski,
EuroVis,2015,"Persistent Homology for the Evaluation of Dimensionality Reduction Schemes",10.1111/cgf.12655,,Bastian Rieck;Heike Leitte,
EuroVis,2015,"Map-based Visualizations Increase Recall Accuracy of Data",10.1111/cgf.12656,,Bahador Saket;Carlos Scheidegger;Stephen G. Kobourov;Katy Börner,
EuroVis,2015,"GraphUnit: Evaluating Interactive Graph Visualizations Using Crowdsourcing",10.1111/cgf.12657,,Mershack Okoe;Radu Jianu,
EuroVis,2015,"Towards a smooth design process for static communicative node-link diagrams",10.1111/cgf.12658,,Andre Suslik Spritzer;Jeremy Boy;Pierre Dragicevic;Jean-Daniel Fekete;Carla Maria Dal Sasso Freitas,
EuroVis,2015,"Finite-Time Mass Separation for Comparative Visualizations of Inertial Particles",10.1111/cgf.12659,,Tobias Günther;Holger Theisel,
EuroVis,2015,"Vector Field Visualization of Advective-Diffusive Flows",10.1111/cgf.12660,,Hendrik Hochstetter;Maximilian Wurm;Andreas Kolb 0001,
EuroVis,2015,"Visualization of Coherent Structures of Light Transport",10.1111/cgf.12661,,Tobias Zirr;Marco Ament;Carsten Dachsbacher,
EuroVis,2015,"Evaluating 2D Flow Visualization Using Eye Tracking",10.1111/cgf.12662,,Hsin Yang Ho;I-Cheng Yeh 0001;Yu-Chi Lai;Wen-Chieh Lin;Fu-Yin Cherng,
